Fips State,Fips County,State,County Name,Census Tract,Block Group,
1,1,AL,Autauga County,20200,1,
1,1,AL,Autauga County,20200,2,
1,1,AL,Autauga County,20300,1,
1,1,AL,Autauga County,20300,2,
1,1,AL,Autauga County,20400,3,
1,1,AL,Autauga County,20400,4,
1,1,AL,Autauga County,20600,2,
1,1,AL,Autauga County,20700,1,
1,1,AL,Autauga County,20700,2,
1,1,AL,Autauga County,20802,3,
1,1,AL,Autauga County,20900,1,
1,1,AL,Autauga County,20900,2,
1,1,AL,Autauga County,20900,3,
1,1,AL,Autauga County,21000,1,
1,1,AL,Autauga County,21000,2,
1,1,AL,Autauga County,21100,1,
1,1,AL,Autauga County,21100,2,
1,1,AL,Autauga County,21100,3,
1,3,AL,Baldwin County,10100,1,
1,3,AL,Baldwin County,10100,3,
1,3,AL,Baldwin County,10200,1,
1,3,AL,Baldwin County,10200,2,
1,3,AL,Baldwin County,10300,1,
1,3,AL,Baldwin County,10400,2,
1,3,AL,Baldwin County,10400,3,
1,3,AL,Baldwin County,10500,1,
1,3,AL,Baldwin County,10500,2,
1,3,AL,Baldwin County,10500,4,
1,3,AL,Baldwin County,10600,1,
1,3,AL,Baldwin County,10600,2,
1,3,AL,Baldwin County,10600,3,
1,3,AL,Baldwin County,10705,2,
1,3,AL,Baldwin County,10705,3,
1,3,AL,Baldwin County,10800,1,
1,3,AL,Baldwin County,10800,3,
1,3,AL,Baldwin County,10903,1,
1,3,AL,Baldwin County,10903,2,
1,3,AL,Baldwin County,10903,3,
1,3,AL,Baldwin County,10904,1,
1,3,AL,Baldwin County,10904,2,
1,3,AL,Baldwin County,10904,3,
1,3,AL,Baldwin County,10905,1,
1,3,AL,Baldwin County,10905,2,
1,3,AL,Baldwin County,10905,3,
1,3,AL,Baldwin County,10906,1,
1,3,AL,Baldwin County,10906,3,
1,3,AL,Baldwin County,11000,1,
1,3,AL,Baldwin County,11000,2,
1,3,AL,Baldwin County,11201,2,
1,3,AL,Baldwin County,11202,1,
1,3,AL,Baldwin County,11202,3,
1,3,AL,Baldwin County,11202,4,
1,3,AL,Baldwin County,11300,1,
1,3,AL,Baldwin County,11300,2,
1,3,AL,Baldwin County,11300,3,
1,3,AL,Baldwin County,11401,1,
1,3,AL,Baldwin County,11401,3,
1,3,AL,Baldwin County,11401,4,
1,3,AL,Baldwin County,11401,5,
1,3,AL,Baldwin County,11403,1,
1,3,AL,Baldwin County,11403,2,
1,3,AL,Baldwin County,11403,3,
1,3,AL,Baldwin County,11406,1,
1,3,AL,Baldwin County,11406,2,
1,3,AL,Baldwin County,11406,3,
1,3,AL,Baldwin County,11407,1,
1,3,AL,Baldwin County,11407,2,
1,3,AL,Baldwin County,11407,3,
1,3,AL,Baldwin County,11408,1,
1,3,AL,Baldwin County,11501,1,
1,3,AL,Baldwin County,11501,2,
1,3,AL,Baldwin County,11501,3,
1,3,AL,Baldwin County,11502,1,
1,3,AL,Baldwin County,11502,2,
1,3,AL,Baldwin County,11502,3,
1,3,AL,Baldwin County,11502,4,
1,3,AL,Baldwin County,11601,1,
1,3,AL,Baldwin County,11601,2,
1,3,AL,Baldwin County,11601,3,
1,3,AL,Baldwin County,11601,4,
1,3,AL,Baldwin County,11602,1,
1,3,AL,Baldwin County,11602,2,
1,3,AL,Baldwin County,11602,3,
1,3,AL,Baldwin County,11602,4,
1,5,AL,Barbour County,950100,1,
1,5,AL,Barbour County,950100,2,
1,5,AL,Barbour County,950200,1,
1,5,AL,Barbour County,950200,2,
1,5,AL,Barbour County,950200,3,
1,5,AL,Barbour County,950300,2,
1,5,AL,Barbour County,950400,2,
1,5,AL,Barbour County,950400,3,
1,5,AL,Barbour County,950500,2,
1,5,AL,Barbour County,950600,1,
1,5,AL,Barbour County,950600,2,
1,5,AL,Barbour County,950700,2,
1,5,AL,Barbour County,950900,1,
1,5,AL,Barbour County,950900,2,
1,5,AL,Barbour County,950900,3,
1,7,AL,Bibb County,10001,2,
1,7,AL,Bibb County,10002,1,
1,7,AL,Bibb County,10002,2,
1,7,AL,Bibb County,10003,1,
1,7,AL,Bibb County,10003,2,
1,7,AL,Bibb County,10003,3,
1,7,AL,Bibb County,10003,4,
1,7,AL,Bibb County,10004,1,
1,7,AL,Bibb County,10004,2,
1,7,AL,Bibb County,10004,3,
1,7,AL,Bibb County,10004,4,
1,7,AL,Bibb County,10004,5,
1,7,AL,Bibb County,10004,6,
1,9,AL,Blount County,50101,1,
1,9,AL,Blount County,50101,2,
1,9,AL,Blount County,50101,3,
1,9,AL,Blount County,50101,4,
1,9,AL,Blount County,50101,5,
1,9,AL,Blount County,50102,2,
1,9,AL,Blount County,50102,3,
1,9,AL,Blount County,50200,1,
1,9,AL,Blount County,50200,2,
1,9,AL,Blount County,50300,1,
1,9,AL,Blount County,50300,2,
1,9,AL,Blount County,50300,3,
1,9,AL,Blount County,50300,4,
1,9,AL,Blount County,50400,2,
1,9,AL,Blount County,50400,3,
1,9,AL,Blount County,50400,4,
1,9,AL,Blount County,50500,1,
1,9,AL,Blount County,50500,2,
1,9,AL,Blount County,50500,3,
1,9,AL,Blount County,50500,4,
1,9,AL,Blount County,50601,1,
1,9,AL,Blount County,50602,1,
1,9,AL,Blount County,50602,5,
1,9,AL,Blount County,50700,1,
1,9,AL,Blount County,50700,2,
1,9,AL,Blount County,50700,3,
1,9,AL,Blount County,50700,4,
1,11,AL,Bullock County,952100,1,
1,11,AL,Bullock County,952200,1,
1,11,AL,Bullock County,952200,2,
1,11,AL,Bullock County,952200,3,
1,11,AL,Bullock County,952500,2,
1,11,AL,Bullock County,952500,3,
1,13,AL,Butler County,952700,1,
1,13,AL,Butler County,952700,2,
1,13,AL,Butler County,952900,1,
1,13,AL,Butler County,952900,2,
1,13,AL,Butler County,953000,2,
1,13,AL,Butler County,953100,1,
1,13,AL,Butler County,953100,2,
1,13,AL,Butler County,953100,3,
1,13,AL,Butler County,953200,1,
1,13,AL,Butler County,953200,2,
1,13,AL,Butler County,953200,3,
1,13,AL,Butler County,953200,4,
1,13,AL,Butler County,953300,1,
1,13,AL,Butler County,953400,1,
1,13,AL,Butler County,953400,2,
1,13,AL,Butler County,953500,1,
1,15,AL,Calhoun County,200,1,
1,15,AL,Calhoun County,200,2,
1,15,AL,Calhoun County,300,1,
1,15,AL,Calhoun County,300,2,
1,15,AL,Calhoun County,400,1,
1,15,AL,Calhoun County,400,2,
1,15,AL,Calhoun County,400,3,
1,15,AL,Calhoun County,500,1,
1,15,AL,Calhoun County,500,2,
1,15,AL,Calhoun County,600,1,
1,15,AL,Calhoun County,600,2,
1,15,AL,Calhoun County,700,1,
1,15,AL,Calhoun County,700,2,
1,15,AL,Calhoun County,800,1,
1,15,AL,Calhoun County,900,1,
1,15,AL,Calhoun County,900,2,
1,15,AL,Calhoun County,900,3,
1,15,AL,Calhoun County,1000,4,
1,15,AL,Calhoun County,1100,1,
1,15,AL,Calhoun County,1100,3,
1,15,AL,Calhoun County,1100,4,
1,15,AL,Calhoun County,1201,1,
1,15,AL,Calhoun County,1201,2,
1,15,AL,Calhoun County,1202,3,
1,15,AL,Calhoun County,1300,1,
1,15,AL,Calhoun County,1300,2,
1,15,AL,Calhoun County,1400,1,
1,15,AL,Calhoun County,1400,2,
1,15,AL,Calhoun County,1400,3,
1,15,AL,Calhoun County,1400,4,
1,15,AL,Calhoun County,1500,1,
1,15,AL,Calhoun County,1500,2,
1,15,AL,Calhoun County,1500,3,
1,15,AL,Calhoun County,1600,1,
1,15,AL,Calhoun County,1600,2,
1,15,AL,Calhoun County,1600,3,
1,15,AL,Calhoun County,1600,4,
1,15,AL,Calhoun County,1700,1,
1,15,AL,Calhoun County,1700,3,
1,15,AL,Calhoun County,1700,4,
1,15,AL,Calhoun County,1800,1,
1,15,AL,Calhoun County,1800,2,
1,15,AL,Calhoun County,1800,3,
1,15,AL,Calhoun County,1800,4,
1,15,AL,Calhoun County,1800,5,
1,15,AL,Calhoun County,1800,6,
1,15,AL,Calhoun County,2000,3,
1,15,AL,Calhoun County,2000,5,
1,15,AL,Calhoun County,2101,1,
1,15,AL,Calhoun County,2101,2,
1,15,AL,Calhoun County,2102,2,
1,15,AL,Calhoun County,2103,1,
1,15,AL,Calhoun County,2103,2,
1,15,AL,Calhoun County,2103,3,
1,15,AL,Calhoun County,2200,1,
1,15,AL,Calhoun County,2200,2,
1,15,AL,Calhoun County,2200,3,
1,15,AL,Calhoun County,2200,4,
1,15,AL,Calhoun County,2300,1,
1,15,AL,Calhoun County,2300,2,
1,15,AL,Calhoun County,2300,3,
1,15,AL,Calhoun County,2300,4,
1,15,AL,Calhoun County,2400,1,
1,15,AL,Calhoun County,2501,1,
1,15,AL,Calhoun County,2501,2,
1,15,AL,Calhoun County,2502,1,
1,15,AL,Calhoun County,2502,2,
1,15,AL,Calhoun County,2502,4,
1,15,AL,Calhoun County,2600,1,
1,15,AL,Calhoun County,2600,2,
1,15,AL,Calhoun County,2600,3,
1,17,AL,Chambers County,953800,2,
1,17,AL,Chambers County,953800,3,
1,17,AL,Chambers County,953900,3,
1,17,AL,Chambers County,953900,4,
1,17,AL,Chambers County,954000,1,
1,17,AL,Chambers County,954000,2,
1,17,AL,Chambers County,954000,3,
1,17,AL,Chambers County,954000,4,
1,17,AL,Chambers County,954000,6,
1,17,AL,Chambers County,954200,3,
1,17,AL,Chambers County,954300,2,
1,17,AL,Chambers County,954300,3,
1,17,AL,Chambers County,954300,4,
1,17,AL,Chambers County,954300,5,
1,17,AL,Chambers County,954400,1,
1,17,AL,Chambers County,954500,1,
1,17,AL,Chambers County,954500,2,
1,17,AL,Chambers County,954500,3,
1,17,AL,Chambers County,954500,4,
1,17,AL,Chambers County,954600,3,
1,17,AL,Chambers County,954700,1,
1,17,AL,Chambers County,954700,2,
1,17,AL,Chambers County,954700,3,
1,19,AL,Cherokee County,955702,1,
1,19,AL,Cherokee County,955702,2,
1,19,AL,Cherokee County,955800,1,
1,19,AL,Cherokee County,955800,3,
1,19,AL,Cherokee County,955900,3,
1,19,AL,Cherokee County,956100,2,
1,19,AL,Cherokee County,956100,3,
1,21,AL,Chilton County,60101,1,
1,21,AL,Chilton County,60101,2,
1,21,AL,Chilton County,60101,3,
1,21,AL,Chilton County,60101,4,
1,21,AL,Chilton County,60102,1,
1,21,AL,Chilton County,60102,2,
1,21,AL,Chilton County,60102,3,
1,21,AL,Chilton County,60200,1,
1,21,AL,Chilton County,60200,2,
1,21,AL,Chilton County,60300,2,
1,21,AL,Chilton County,60401,1,
1,21,AL,Chilton County,60401,2,
1,21,AL,Chilton County,60401,3,
1,21,AL,Chilton County,60402,1,
1,21,AL,Chilton County,60402,2,
1,21,AL,Chilton County,60402,3,
1,21,AL,Chilton County,60402,4,
1,21,AL,Chilton County,60402,5,
1,21,AL,Chilton County,60500,1,
1,21,AL,Chilton County,60500,2,
1,21,AL,Chilton County,60500,3,
1,21,AL,Chilton County,60600,2,
1,21,AL,Chilton County,60700,1,
1,21,AL,Chilton County,60700,2,
1,21,AL,Chilton County,60700,3,
1,21,AL,Chilton County,60700,4,
1,23,AL,Choctaw County,956700,1,
1,23,AL,Choctaw County,956700,2,
1,23,AL,Choctaw County,956700,3,
1,23,AL,Choctaw County,956700,4,
1,23,AL,Choctaw County,956800,1,
1,23,AL,Choctaw County,956800,2,
1,23,AL,Choctaw County,956800,3,
1,23,AL,Choctaw County,956800,4,
1,23,AL,Choctaw County,956900,3,
1,23,AL,Choctaw County,957000,1,
1,23,AL,Choctaw County,957000,2,
1,25,AL,Clarke County,957500,1,
1,25,AL,Clarke County,957500,2,
1,25,AL,Clarke County,957602,1,
1,25,AL,Clarke County,957700,1,
1,25,AL,Clarke County,957700,2,
1,25,AL,Clarke County,957800,1,
1,25,AL,Clarke County,957800,3,
1,25,AL,Clarke County,957800,4,
1,25,AL,Clarke County,957800,6,
1,25,AL,Clarke County,957901,1,
1,25,AL,Clarke County,957902,2,
1,25,AL,Clarke County,957902,4,
1,25,AL,Clarke County,958001,1,
1,25,AL,Clarke County,958002,1,
1,27,AL,Clay County,958900,3,
1,27,AL,Clay County,959000,1,
1,27,AL,Clay County,959000,2,
1,27,AL,Clay County,959100,1,
1,27,AL,Clay County,959100,2,
1,27,AL,Clay County,959100,3,
1,27,AL,Clay County,959200,1,
1,27,AL,Clay County,959200,2,
1,29,AL,Cleburne County,959500,1,
1,29,AL,Cleburne County,959500,2,
1,29,AL,Cleburne County,959600,1,
1,29,AL,Cleburne County,959600,3,
1,29,AL,Cleburne County,959700,2,
1,29,AL,Cleburne County,959700,3,
1,31,AL,Coffee County,10400,2,
1,31,AL,Coffee County,10500,1,
1,31,AL,Coffee County,10500,2,
1,31,AL,Coffee County,10500,3,
1,31,AL,Coffee County,10500,5,
1,31,AL,Coffee County,10600,1,
1,31,AL,Coffee County,10900,1,
1,31,AL,Coffee County,10900,2,
1,31,AL,Coffee County,11000,1,
1,31,AL,Coffee County,11202,1,
1,31,AL,Coffee County,11300,1,
1,31,AL,Coffee County,11300,2,
1,31,AL,Coffee County,11300,3,
1,33,AL,Colbert County,20100,1,
1,33,AL,Colbert County,20100,2,
1,33,AL,Colbert County,20100,3,
1,33,AL,Colbert County,20100,4,
1,33,AL,Colbert County,20200,1,
1,33,AL,Colbert County,20200,2,
1,33,AL,Colbert County,20300,1,
1,33,AL,Colbert County,20300,2,
1,33,AL,Colbert County,20300,3,
1,33,AL,Colbert County,20400,2,
1,33,AL,Colbert County,20500,1,
1,33,AL,Colbert County,20500,2,
1,33,AL,Colbert County,20500,3,
1,33,AL,Colbert County,20600,1,
1,33,AL,Colbert County,20600,2,
1,33,AL,Colbert County,20600,3,
1,33,AL,Colbert County,20600,4,
1,33,AL,Colbert County,20701,1,
1,33,AL,Colbert County,20701,3,
1,33,AL,Colbert County,20703,3,
1,33,AL,Colbert County,20704,1,
1,33,AL,Colbert County,20704,2,
1,33,AL,Colbert County,20704,3,
1,33,AL,Colbert County,20704,4,
1,33,AL,Colbert County,20801,1,
1,33,AL,Colbert County,20801,2,
1,33,AL,Colbert County,20801,3,
1,33,AL,Colbert County,20802,1,
1,33,AL,Colbert County,20802,2,
1,33,AL,Colbert County,20802,3,
1,33,AL,Colbert County,20901,1,
1,33,AL,Colbert County,20901,2,
1,33,AL,Colbert County,20901,3,
1,33,AL,Colbert County,20902,1,
1,33,AL,Colbert County,20902,2,
1,33,AL,Colbert County,20902,3,
1,33,AL,Colbert County,20902,4,
1,33,AL,Colbert County,21000,1,
1,33,AL,Colbert County,21000,2,
1,33,AL,Colbert County,21000,3,
1,33,AL,Colbert County,21000,4,
1,35,AL,Conecuh County,960200,1,
1,35,AL,Conecuh County,960200,2,
1,35,AL,Conecuh County,960300,1,
1,35,AL,Conecuh County,960400,2,
1,35,AL,Conecuh County,960400,3,
1,35,AL,Conecuh County,960500,1,
1,35,AL,Conecuh County,960500,2,
1,35,AL,Conecuh County,960600,1,
1,35,AL,Conecuh County,960600,2,
1,35,AL,Conecuh County,960600,3,
1,37,AL,Coosa County,961000,1,
1,37,AL,Coosa County,961000,3,
1,37,AL,Coosa County,961000,4,
1,37,AL,Coosa County,961200,2,
1,39,AL,Covington County,961600,1,
1,39,AL,Covington County,961700,1,
1,39,AL,Covington County,961700,2,
1,39,AL,Covington County,961800,2,
1,39,AL,Covington County,962000,2,
1,39,AL,Covington County,962000,4,
1,39,AL,Covington County,962100,1,
1,39,AL,Covington County,962100,2,
1,39,AL,Covington County,962300,3,
1,39,AL,Covington County,962400,1,
1,39,AL,Covington County,962400,2,
1,39,AL,Covington County,962400,3,
1,39,AL,Covington County,962500,2,
1,39,AL,Covington County,962600,1,
1,39,AL,Covington County,962600,2,
1,39,AL,Covington County,962700,1,
1,39,AL,Covington County,962700,2,
1,39,AL,Covington County,962800,1,
1,39,AL,Covington County,962900,1,
1,39,AL,Covington County,962900,2,
1,39,AL,Covington County,963000,1,
1,39,AL,Covington County,963000,2,
1,39,AL,Covington County,963000,3,
1,39,AL,Covington County,963000,4,
1,41,AL,Crenshaw County,963400,1,
1,41,AL,Crenshaw County,963400,2,
1,41,AL,Crenshaw County,963600,1,
1,41,AL,Crenshaw County,963700,1,
1,41,AL,Crenshaw County,963700,2,
1,41,AL,Crenshaw County,963800,1,
1,43,AL,Cullman County,964100,1,
1,43,AL,Cullman County,964100,2,
1,43,AL,Cullman County,964100,3,
1,43,AL,Cullman County,964100,5,
1,43,AL,Cullman County,964200,6,
1,43,AL,Cullman County,964300,1,
1,43,AL,Cullman County,964300,2,
1,43,AL,Cullman County,964400,2,
1,43,AL,Cullman County,964500,1,
1,43,AL,Cullman County,964500,3,
1,43,AL,Cullman County,964600,1,
1,43,AL,Cullman County,964800,2,
1,43,AL,Cullman County,964800,3,
1,43,AL,Cullman County,964800,4,
1,43,AL,Cullman County,964900,2,
1,43,AL,Cullman County,964900,5,
1,43,AL,Cullman County,964900,6,
1,43,AL,Cullman County,965000,1,
1,43,AL,Cullman County,965000,3,
1,43,AL,Cullman County,965000,4,
1,43,AL,Cullman County,965000,5,
1,43,AL,Cullman County,965000,6,
1,43,AL,Cullman County,965200,1,
1,43,AL,Cullman County,965200,2,
1,43,AL,Cullman County,965300,1,
1,43,AL,Cullman County,965401,1,
1,43,AL,Cullman County,965401,2,
1,43,AL,Cullman County,965402,1,
1,43,AL,Cullman County,965402,3,
1,43,AL,Cullman County,965500,2,
1,43,AL,Cullman County,965500,3,
1,43,AL,Cullman County,965600,1,
1,43,AL,Cullman County,965700,1,
1,45,AL,Dale County,20000,1,
1,45,AL,Dale County,20100,1,
1,45,AL,Dale County,20500,1,
1,45,AL,Dale County,20500,2,
1,45,AL,Dale County,20500,3,
1,45,AL,Dale County,20700,1,
1,45,AL,Dale County,20700,2,
1,45,AL,Dale County,20700,3,
1,45,AL,Dale County,20700,4,
1,45,AL,Dale County,20802,2,
1,45,AL,Dale County,21101,1,
1,45,AL,Dale County,21102,1,
1,45,AL,Dale County,21102,2,
1,45,AL,Dale County,21102,3,
1,45,AL,Dale County,21102,4,
1,45,AL,Dale County,21200,1,
1,45,AL,Dale County,21300,2,
1,45,AL,Dale County,21400,2,
1,45,AL,Dale County,21400,3,
1,45,AL,Dale County,21400,4,
1,47,AL,Dallas County,956100,3,
1,47,AL,Dallas County,956100,4,
1,47,AL,Dallas County,956100,5,
1,47,AL,Dallas County,956201,1,
1,47,AL,Dallas County,956300,1,
1,47,AL,Dallas County,956300,2,
1,47,AL,Dallas County,956400,1,
1,47,AL,Dallas County,956400,2,
1,47,AL,Dallas County,956400,3,
1,47,AL,Dallas County,956500,1,
1,47,AL,Dallas County,956500,2,
1,47,AL,Dallas County,956500,3,
1,47,AL,Dallas County,956500,4,
1,47,AL,Dallas County,956600,1,
1,47,AL,Dallas County,956600,2,
1,47,AL,Dallas County,956600,3,
1,47,AL,Dallas County,956600,4,
1,47,AL,Dallas County,956702,1,
1,47,AL,Dallas County,956800,1,
1,47,AL,Dallas County,956800,2,
1,47,AL,Dallas County,956900,1,
1,47,AL,Dallas County,956900,2,
1,47,AL,Dallas County,956900,3,
1,47,AL,Dallas County,957000,1,
1,47,AL,Dallas County,957100,1,
1,47,AL,Dallas County,957100,2,
1,47,AL,Dallas County,957200,1,
1,47,AL,Dallas County,957200,2,
1,47,AL,Dallas County,957300,1,
1,47,AL,Dallas County,957300,2,
1,47,AL,Dallas County,957300,3,
1,47,AL,Dallas County,957300,4,
1,49,AL,DeKalb County,960100,1,
1,49,AL,DeKalb County,960100,2,
1,49,AL,DeKalb County,960100,3,
1,49,AL,DeKalb County,960100,5,
1,49,AL,DeKalb County,960200,1,
1,49,AL,DeKalb County,960200,2,
1,49,AL,DeKalb County,960300,1,
1,49,AL,DeKalb County,960300,2,
1,49,AL,DeKalb County,960300,3,
1,49,AL,DeKalb County,960300,5,
1,49,AL,DeKalb County,960400,2,
1,49,AL,DeKalb County,960400,3,
1,49,AL,DeKalb County,960400,5,
1,49,AL,DeKalb County,960500,1,
1,49,AL,DeKalb County,960500,2,
1,49,AL,DeKalb County,960500,3,
1,49,AL,DeKalb County,960500,4,
1,49,AL,DeKalb County,960600,2,
1,49,AL,DeKalb County,960600,3,
1,49,AL,DeKalb County,960600,4,
1,49,AL,DeKalb County,960700,1,
1,49,AL,DeKalb County,960700,2,
1,49,AL,DeKalb County,960700,3,
1,49,AL,DeKalb County,960700,4,
1,49,AL,DeKalb County,960800,1,
1,49,AL,DeKalb County,960800,2,
1,49,AL,DeKalb County,960800,3,
1,49,AL,DeKalb County,960900,1,
1,49,AL,DeKalb County,960900,2,
1,49,AL,DeKalb County,960900,3,
1,49,AL,DeKalb County,960900,4,
1,49,AL,DeKalb County,961000,1,
1,49,AL,DeKalb County,961000,2,
1,49,AL,DeKalb County,961000,3,
1,49,AL,DeKalb County,961100,1,
1,49,AL,DeKalb County,961100,2,
1,49,AL,DeKalb County,961100,3,
1,49,AL,DeKalb County,961300,1,
1,49,AL,DeKalb County,961300,3,
1,49,AL,DeKalb County,961400,1,
1,49,AL,DeKalb County,961400,2,
1,49,AL,DeKalb County,961400,3,
1,51,AL,Elmore County,30100,2,
1,51,AL,Elmore County,30100,3,
1,51,AL,Elmore County,30100,4,
1,51,AL,Elmore County,30200,1,
1,51,AL,Elmore County,30200,3,
1,51,AL,Elmore County,30200,4,
1,51,AL,Elmore County,30300,1,
1,51,AL,Elmore County,30400,2,
1,51,AL,Elmore County,30400,3,
1,51,AL,Elmore County,30400,4,
1,51,AL,Elmore County,30400,5,
1,51,AL,Elmore County,30400,6,
1,51,AL,Elmore County,30500,1,
1,51,AL,Elmore County,30500,2,
1,51,AL,Elmore County,30600,1,
1,51,AL,Elmore County,30600,2,
1,51,AL,Elmore County,30600,4,
1,51,AL,Elmore County,30702,2,
1,51,AL,Elmore County,30800,1,
1,51,AL,Elmore County,30800,2,
1,51,AL,Elmore County,30800,3,
1,51,AL,Elmore County,30800,4,
1,51,AL,Elmore County,30902,1,
1,51,AL,Elmore County,30902,2,
1,51,AL,Elmore County,30902,3,
1,51,AL,Elmore County,31000,1,
1,51,AL,Elmore County,31100,3,
1,51,AL,Elmore County,31200,1,
1,51,AL,Elmore County,31200,2,
1,51,AL,Elmore County,31300,1,
1,51,AL,Elmore County,31300,3,
1,53,AL,Escambia County,969800,1,
1,53,AL,Escambia County,969800,2,
1,53,AL,Escambia County,969800,4,
1,53,AL,Escambia County,969800,5,
1,53,AL,Escambia County,969900,1,
1,53,AL,Escambia County,969900,2,
1,53,AL,Escambia County,970200,1,
1,53,AL,Escambia County,970200,2,
1,53,AL,Escambia County,970300,1,
1,53,AL,Escambia County,970300,2,
1,53,AL,Escambia County,970400,2,
1,53,AL,Escambia County,970400,3,
1,53,AL,Escambia County,970500,2,
1,53,AL,Escambia County,970500,3,
1,53,AL,Escambia County,970600,1,
1,53,AL,Escambia County,970600,2,
1,53,AL,Escambia County,970600,3,
1,53,AL,Escambia County,970600,4,
1,53,AL,Escambia County,970700,2,
1,53,AL,Escambia County,970700,3,
1,53,AL,Escambia County,970700,4,
1,55,AL,Etowah County,200,1,
1,55,AL,Etowah County,200,2,
1,55,AL,Etowah County,200,3,
1,55,AL,Etowah County,300,1,
1,55,AL,Etowah County,300,2,
1,55,AL,Etowah County,300,3,
1,55,AL,Etowah County,400,2,
1,55,AL,Etowah County,400,3,
1,55,AL,Etowah County,400,4,
1,55,AL,Etowah County,500,1,
1,55,AL,Etowah County,500,2,
1,55,AL,Etowah County,600,1,
1,55,AL,Etowah County,600,2,
1,55,AL,Etowah County,600,3,
1,55,AL,Etowah County,700,1,
1,55,AL,Etowah County,700,2,
1,55,AL,Etowah County,800,1,
1,55,AL,Etowah County,800,2,
1,55,AL,Etowah County,900,1,
1,55,AL,Etowah County,900,2,
1,55,AL,Etowah County,900,3,
1,55,AL,Etowah County,900,4,
1,55,AL,Etowah County,1000,1,
1,55,AL,Etowah County,1200,1,
1,55,AL,Etowah County,1200,2,
1,55,AL,Etowah County,1200,3,
1,55,AL,Etowah County,1300,1,
1,55,AL,Etowah County,1300,2,
1,55,AL,Etowah County,1300,3,
1,55,AL,Etowah County,1600,1,
1,55,AL,Etowah County,1600,2,
1,55,AL,Etowah County,1600,3,
1,55,AL,Etowah County,1700,1,
1,55,AL,Etowah County,1700,2,
1,55,AL,Etowah County,10100,1,
1,55,AL,Etowah County,10100,2,
1,55,AL,Etowah County,10200,1,
1,55,AL,Etowah County,10200,2,
1,55,AL,Etowah County,10200,3,
1,55,AL,Etowah County,10200,4,
1,55,AL,Etowah County,10200,5,
1,55,AL,Etowah County,10300,1,
1,55,AL,Etowah County,10300,2,
1,55,AL,Etowah County,10300,3,
1,55,AL,Etowah County,10401,2,
1,55,AL,Etowah County,10401,3,
1,55,AL,Etowah County,10402,1,
1,55,AL,Etowah County,10402,2,
1,55,AL,Etowah County,10502,1,
1,55,AL,Etowah County,10601,1,
1,55,AL,Etowah County,10601,2,
1,55,AL,Etowah County,10602,1,
1,55,AL,Etowah County,10602,2,
1,55,AL,Etowah County,10700,1,
1,55,AL,Etowah County,10700,2,
1,55,AL,Etowah County,10800,1,
1,55,AL,Etowah County,10800,2,
1,55,AL,Etowah County,10900,1,
1,55,AL,Etowah County,11001,1,
1,55,AL,Etowah County,11001,2,
1,55,AL,Etowah County,11001,3,
1,55,AL,Etowah County,11002,1,
1,55,AL,Etowah County,11002,2,
1,55,AL,Etowah County,11002,3,
1,55,AL,Etowah County,11100,1,
1,55,AL,Etowah County,11100,2,
1,55,AL,Etowah County,11100,3,
1,55,AL,Etowah County,11200,1,
1,55,AL,Etowah County,11200,2,
1,55,AL,Etowah County,11200,3,
1,57,AL,Fayette County,20000,1,
1,57,AL,Fayette County,20000,2,
1,57,AL,Fayette County,20100,1,
1,57,AL,Fayette County,20200,1,
1,57,AL,Fayette County,20200,2,
1,57,AL,Fayette County,20200,3,
1,57,AL,Fayette County,20300,1,
1,57,AL,Fayette County,20300,2,
1,57,AL,Fayette County,20300,3,
1,57,AL,Fayette County,20300,4,
1,57,AL,Fayette County,20300,5,
1,57,AL,Fayette County,20400,1,
1,57,AL,Fayette County,20400,2,
1,57,AL,Fayette County,20400,3,
1,57,AL,Fayette County,20400,4,
1,59,AL,Franklin County,972900,1,
1,59,AL,Franklin County,972900,2,
1,59,AL,Franklin County,973000,2,
1,59,AL,Franklin County,973000,3,
1,59,AL,Franklin County,973000,4,
1,59,AL,Franklin County,973100,2,
1,59,AL,Franklin County,973200,2,
1,59,AL,Franklin County,973200,3,
1,59,AL,Franklin County,973300,1,
1,59,AL,Franklin County,973400,1,
1,59,AL,Franklin County,973400,2,
1,59,AL,Franklin County,973400,3,
1,59,AL,Franklin County,973500,1,
1,59,AL,Franklin County,973500,3,
1,59,AL,Franklin County,973600,1,
1,59,AL,Franklin County,973600,2,
1,59,AL,Franklin County,973700,2,
1,59,AL,Franklin County,973700,3,
1,59,AL,Franklin County,973700,4,
1,61,AL,Geneva County,50100,1,
1,61,AL,Geneva County,50100,2,
1,61,AL,Geneva County,50100,3,
1,61,AL,Geneva County,50100,4,
1,61,AL,Geneva County,50200,1,
1,61,AL,Geneva County,50200,2,
1,61,AL,Geneva County,50300,1,
1,61,AL,Geneva County,50300,2,
1,61,AL,Geneva County,50300,3,
1,61,AL,Geneva County,50300,4,
1,61,AL,Geneva County,50300,6,
1,61,AL,Geneva County,50400,1,
1,61,AL,Geneva County,50400,2,
1,61,AL,Geneva County,50400,4,
1,61,AL,Geneva County,50400,5,
1,61,AL,Geneva County,50500,1,
1,61,AL,Geneva County,50500,2,
1,61,AL,Geneva County,50500,3,
1,61,AL,Geneva County,50500,4,
1,61,AL,Geneva County,50600,1,
1,61,AL,Geneva County,50600,2,
1,63,AL,Greene County,60000,1,
