Zip Code Tabulation Area,CBSA,CBSA Name,Qualify,
601,38660,"Ponce, PR",Yes,
602,10380,"Aguadilla-Isabela, PR",Yes,
603,10380,"Aguadilla-Isabela, PR",Yes,
606,38660,"Ponce, PR",Yes,
610,10380,"Aguadilla-Isabela, PR",Yes,
612,10380,"Aguadilla-Isabela, PR",Yes,
612,11640,"Arecibo, PR",Yes,
612,41980,"San Juan-Carolina-Caguas, PR",Yes,
616,11640,"Arecibo, PR",Yes,
617,41980,"San Juan-Carolina-Caguas, PR",Yes,
622,41900,"San Germán, PR",Yes,
623,32420,"Mayagüez, PR",Yes,
623,41900,"San Germán, PR",Yes,
624,38660,"Ponce, PR",Yes,
627,11640,"Arecibo, PR",Yes,
637,41900,"San Germán, PR",Yes,
638,41980,"San Juan-Carolina-Caguas, PR",Yes,
641,10380,"Aguadilla-Isabela, PR",Yes,
641,38660,"Ponce, PR",Yes,
646,41980,"San Juan-Carolina-Caguas, PR",Yes,
647,38660,"Ponce, PR",Yes,
650,11640,"Arecibo, PR",Yes,
650,41980,"San Juan-Carolina-Caguas, PR",Yes,
652,11640,"Arecibo, PR",Yes,
653,38660,"Ponce, PR",Yes,
656,38660,"Ponce, PR",Yes,
659,11640,"Arecibo, PR",Yes,
660,32420,"Mayagüez, PR",Yes,
662,10380,"Aguadilla-Isabela, PR",Yes,
664,,,Yes,
667,41900,"San Germán, PR",Yes,
669,10380,"Aguadilla-Isabela, PR",Yes,
670,,,Yes,
674,41980,"San Juan-Carolina-Caguas, PR",Yes,
676,10380,"Aguadilla-Isabela, PR",Yes,
677,10380,"Aguadilla-Isabela, PR",Yes,
678,11640,"Arecibo, PR",Yes,
680,32420,"Mayagüez, PR",Yes,
680,41900,"San Germán, PR",Yes,
682,32420,"Mayagüez, PR",Yes,
683,32420,"Mayagüez, PR",Yes,
683,41900,"San Germán, PR",Yes,
685,10380,"Aguadilla-Isabela, PR",Yes,
687,41980,"San Juan-Carolina-Caguas, PR",Yes,
688,11640,"Arecibo, PR",Yes,
690,10380,"Aguadilla-Isabela, PR",Yes,
692,41980,"San Juan-Carolina-Caguas, PR",Yes,
693,41980,"San Juan-Carolina-Caguas, PR",Yes,
698,38660,"Ponce, PR",Yes,
703,41980,"San Juan-Carolina-Caguas, PR",Yes,
704,,,Yes,
705,41980,"San Juan-Carolina-Caguas, PR",Yes,
707,41980,"San Juan-Carolina-Caguas, PR",Yes,
714,25020,"Guayama, PR",Yes,
715,38660,"Ponce, PR",Yes,
716,38660,"Ponce, PR",Yes,
717,38660,"Ponce, PR",Yes,
718,41980,"San Juan-Carolina-Caguas, PR",Yes,
719,41980,"San Juan-Carolina-Caguas, PR",Yes,
720,38660,"Ponce, PR",Yes,
720,41980,"San Juan-Carolina-Caguas, PR",Yes,
723,25020,"Guayama, PR",Yes,
723,41980,"San Juan-Carolina-Caguas, PR",Yes,
725,41980,"San Juan-Carolina-Caguas, PR",Yes,
727,41980,"San Juan-Carolina-Caguas, PR",Yes,
728,38660,"Ponce, PR",Yes,
729,41980,"San Juan-Carolina-Caguas, PR",Yes,
730,38660,"Ponce, PR",Yes,
731,38660,"Ponce, PR",Yes,
735,41980,"San Juan-Carolina-Caguas, PR",Yes,
736,41980,"San Juan-Carolina-Caguas, PR",Yes,
738,41980,"San Juan-Carolina-Caguas, PR",Yes,
739,41980,"San Juan-Carolina-Caguas, PR",Yes,
740,41980,"San Juan-Carolina-Caguas, PR",Yes,
741,41980,"San Juan-Carolina-Caguas, PR",Yes,
745,41980,"San Juan-Carolina-Caguas, PR",Yes,
751,,,Yes,
754,41980,"San Juan-Carolina-Caguas, PR",Yes,
757,,,Yes,
765,,,Yes,
766,38660,"Ponce, PR",Yes,
767,41980,"San Juan-Carolina-Caguas, PR",Yes,
769,,,Yes,
771,41980,"San Juan-Carolina-Caguas, PR",Yes,
772,41980,"San Juan-Carolina-Caguas, PR",Yes,
773,41980,"San Juan-Carolina-Caguas, PR",Yes,
775,,,Yes,
777,41980,"San Juan-Carolina-Caguas, PR",Yes,
778,41980,"San Juan-Carolina-Caguas, PR",Yes,
780,38660,"Ponce, PR",Yes,
782,41980,"San Juan-Carolina-Caguas, PR",Yes,
783,41980,"San Juan-Carolina-Caguas, PR",Yes,
784,25020,"Guayama, PR",Yes,
791,41980,"San Juan-Carolina-Caguas, PR",Yes,
794,41980,"San Juan-Carolina-Caguas, PR",Yes,
795,38660,"Ponce, PR",Yes,
901,41980,"San Juan-Carolina-Caguas, PR",Yes,
907,41980,"San Juan-Carolina-Caguas, PR",Yes,
909,41980,"San Juan-Carolina-Caguas, PR",Yes,
911,41980,"San Juan-Carolina-Caguas, PR",Yes,
912,41980,"San Juan-Carolina-Caguas, PR",Yes,
913,41980,"San Juan-Carolina-Caguas, PR",Yes,
915,41980,"San Juan-Carolina-Caguas, PR",Yes,
917,41980,"San Juan-Carolina-Caguas, PR",Yes,
918,41980,"San Juan-Carolina-Caguas, PR",Yes,
920,41980,"San Juan-Carolina-Caguas, PR",Yes,
921,41980,"San Juan-Carolina-Caguas, PR",Yes,
923,41980,"San Juan-Carolina-Caguas, PR",Yes,
924,41980,"San Juan-Carolina-Caguas, PR",Yes,
925,41980,"San Juan-Carolina-Caguas, PR",Yes,
926,41980,"San Juan-Carolina-Caguas, PR",Yes,
927,41980,"San Juan-Carolina-Caguas, PR",Yes,
936,41980,"San Juan-Carolina-Caguas, PR",Yes,
949,41980,"San Juan-Carolina-Caguas, PR",Yes,
952,41980,"San Juan-Carolina-Caguas, PR",Yes,
953,41980,"San Juan-Carolina-Caguas, PR",Yes,
956,41980,"San Juan-Carolina-Caguas, PR",Yes,
957,41980,"San Juan-Carolina-Caguas, PR",Yes,
959,41980,"San Juan-Carolina-Caguas, PR",Yes,
960,41980,"San Juan-Carolina-Caguas, PR",Yes,
961,41980,"San Juan-Carolina-Caguas, PR",Yes,
962,41980,"San Juan-Carolina-Caguas, PR",Yes,
965,41980,"San Juan-Carolina-Caguas, PR",Yes,
971,41980,"San Juan-Carolina-Caguas, PR",Yes,
976,41980,"San Juan-Carolina-Caguas, PR",Yes,
979,41980,"San Juan-Carolina-Caguas, PR",Yes,
982,41980,"San Juan-Carolina-Caguas, PR",Yes,
983,41980,"San Juan-Carolina-Caguas, PR",Yes,
985,41980,"San Juan-Carolina-Caguas, PR",Yes,
987,41980,"San Juan-Carolina-Caguas, PR",Yes,
1002,44140,"Springfield, MA",Yes,
1003,44140,"Springfield, MA",Yes,
1013,44140,"Springfield, MA",Yes,
1022,44140,"Springfield, MA",Yes,
1026,38340,"Pittsfield, MA",Yes,
1026,44140,"Springfield, MA",Yes,
1029,38340,"Pittsfield, MA",Yes,
1040,44140,"Springfield, MA",Yes,
1070,38340,"Pittsfield, MA","Yes, if falls outside one of the CBSA counties",
1070,44140,"Springfield, MA","Yes, if falls outside one of the CBSA counties",
1079,44140,"Springfield, MA",Yes,
1080,44140,"Springfield, MA",Yes,
1086,,,Yes,
1088,44140,"Springfield, MA",Yes,
1103,44140,"Springfield, MA",Yes,
1104,44140,"Springfield, MA",Yes,
1105,44140,"Springfield, MA",Yes,
1107,44140,"Springfield, MA",Yes,
1108,44140,"Springfield, MA",Yes,
1109,44140,"Springfield, MA",Yes,
1119,44140,"Springfield, MA",Yes,
1151,44140,"Springfield, MA",Yes,
1236,38340,"Pittsfield, MA",Yes,
1247,38340,"Pittsfield, MA",Yes,
1258,38340,"Pittsfield, MA",Yes,
1267,38340,"Pittsfield, MA",Yes,
1338,,,Yes,
1339,,,Yes,
1340,,,Yes,
1347,,,Yes,
1349,,,Yes,
1364,49340,"Worcester, MA-CT",Yes,
1366,49340,"Worcester, MA-CT",Yes,
1367,38340,"Pittsfield, MA",Yes,
1375,,,Yes,
1376,,,Yes,
1379,,,Yes,
1420,49340,"Worcester, MA-CT",Yes,
1434,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1434,49340,"Worcester, MA-CT",Yes,
1440,49340,"Worcester, MA-CT",Yes,
1464,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1550,49340,"Worcester, MA-CT",Yes,
1570,49340,"Worcester, MA-CT",Yes,
1603,49340,"Worcester, MA-CT",Yes,
1604,49340,"Worcester, MA-CT",Yes,
1605,49340,"Worcester, MA-CT",Yes,
1607,49340,"Worcester, MA-CT",Yes,
1608,49340,"Worcester, MA-CT",Yes,
1609,49340,"Worcester, MA-CT",Yes,
1610,49340,"Worcester, MA-CT",Yes,
1702,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1830,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1832,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1840,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1841,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1843,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1850,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1851,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1852,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1854,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1901,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1902,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1905,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
1984,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2071,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2111,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2115,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2119,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2120,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2121,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2122,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2124,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2125,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2126,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2128,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2134,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2136,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2138,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2145,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2148,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2149,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2150,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2151,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2163,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2189,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2215,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2301,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2302,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2324,14460,"Boston-Cambridge-Newton, MA-NH","Yes, if fall within one of the CBSA counties",
2324,39300,"Providence-Warwick, RI-MA","Yes, if fall within one of the CBSA counties",
2452,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2457,,,Yes,
2467,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2538,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2542,12700,"Barnstable Town, MA",Yes,
2571,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
2601,12700,"Barnstable Town, MA",Yes,
2639,12700,"Barnstable Town, MA",Yes,
2664,12700,"Barnstable Town, MA",Yes,
2666,12700,"Barnstable Town, MA",Yes,
2667,12700,"Barnstable Town, MA",Yes,
2720,39300,"Providence-Warwick, RI-MA",Yes,
2721,39300,"Providence-Warwick, RI-MA",Yes,
2723,39300,"Providence-Warwick, RI-MA",Yes,
2724,39300,"Providence-Warwick, RI-MA",Yes,
2740,39300,"Providence-Warwick, RI-MA",Yes,
2744,39300,"Providence-Warwick, RI-MA",Yes,
2746,39300,"Providence-Warwick, RI-MA",Yes,
2747,39300,"Providence-Warwick, RI-MA",Yes,
2838,39300,"Providence-Warwick, RI-MA",Yes,
2839,39300,"Providence-Warwick, RI-MA",Yes,
2858,39300,"Providence-Warwick, RI-MA",Yes,
2860,39300,"Providence-Warwick, RI-MA",Yes,
2861,39300,"Providence-Warwick, RI-MA",Yes,
2863,39300,"Providence-Warwick, RI-MA",Yes,
2876,39300,"Providence-Warwick, RI-MA",Yes,
2881,39300,"Providence-Warwick, RI-MA",Yes,
2882,39300,"Providence-Warwick, RI-MA",Yes,
2894,39300,"Providence-Warwick, RI-MA",Yes,
2895,39300,"Providence-Warwick, RI-MA",Yes,
2903,39300,"Providence-Warwick, RI-MA",Yes,
2904,39300,"Providence-Warwick, RI-MA",Yes,
2905,39300,"Providence-Warwick, RI-MA",Yes,
2907,39300,"Providence-Warwick, RI-MA",Yes,
2908,39300,"Providence-Warwick, RI-MA",Yes,
2909,39300,"Providence-Warwick, RI-MA",Yes,
2914,39300,"Providence-Warwick, RI-MA",Yes,
3038,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
3060,31700,"Manchester-Nashua, NH",Yes,
3064,31700,"Manchester-Nashua, NH",Yes,
3077,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
3101,31700,"Manchester-Nashua, NH",Yes,
3102,31700,"Manchester-Nashua, NH",Yes,
3103,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
3103,31700,"Manchester-Nashua, NH",Yes,
3104,14460,"Boston-Cambridge-Newton, MA-NH","Yes, if fall within one of the CBSA counties",
3217,,,Yes,
3235,,,Yes,
3238,,,Yes,
3251,,,Yes,
3257,,,Yes,
3259,,,Yes,
3262,,,Yes,
3263,14460,"Boston-Cambridge-Newton, MA-NH","Yes, if fall within one of the CBSA counties",
3264,,,Yes,
3279,,,Yes,
3293,,,Yes,
3440,31700,"Manchester-Nashua, NH",Yes,
3441,,,Yes,
3452,31700,"Manchester-Nashua, NH","Yes, if fall within one of the CBSA counties",
3561,,,Yes,
3570,,,Yes,
3576,,,Yes,
3579,,,Yes,
3582,,,Yes,
3585,,,Yes,
3590,,,Yes,
3592,,,Yes,
3593,,,Yes,
3597,,,Yes,
3598,,,Yes,
3601,,,Yes,
3603,,,Yes,
3743,,,Yes,
3752,,,Yes,
3755,,,Yes,
3770,,,Yes,
3774,,,Yes,
3785,,,Yes,
3812,,,Yes,
3813,,,Yes,
3814,,,Yes,
3816,,,Yes,
3818,,,Yes,
3824,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
3839,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
3845,,,Yes,
3849,,,Yes,
3851,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
3852,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
3860,,,Yes,
3867,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
3868,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
3874,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
3878,14460,"Boston-Cambridge-Newton, MA-NH",Yes,
3882,,,Yes,
3883,,,Yes,
3886,,,Yes,
3887,14460,"Boston-Cambridge-Newton, MA-NH","Yes, if fall within one of the CBSA counties",
3890,,,Yes,
3910,38860,"Portland-South Portland, ME",Yes,
4001,38860,"Portland-South Portland, ME",Yes,
4005,38860,"Portland-South Portland, ME",Yes,
4009,38860,"Portland-South Portland, ME","Yes, if fall within one of the CBSA counties",
4015,38860,"Portland-South Portland, ME",Yes,
4020,38860,"Portland-South Portland, ME",Yes,
4029,38860,"Portland-South Portland, ME","Yes, if fall within one of the CBSA counties",
4037,,,Yes,
4040,38860,"Portland-South Portland, ME","Yes, if fall within one of the CBSA counties",
4041,,,Yes,
4047,38860,"Portland-South Portland, ME",Yes,
4048,38860,"Portland-South Portland, ME",Yes,
4056,38860,"Portland-South Portland, ME",Yes,
4057,38860,"Portland-South Portland, ME",Yes,
4064,38860,"Portland-South Portland, ME",Yes,
4066,38860,"Portland-South Portland, ME",Yes,
4073,38860,"Portland-South Portland, ME",Yes,
4083,38860,"Portland-South Portland, ME",Yes,
4087,38860,"Portland-South Portland, ME",Yes,
4091,38860,"Portland-South Portland, ME",Yes,
4095,38860,"Portland-South Portland, ME",Yes,
4101,38860,"Portland-South Portland, ME",Yes,
4109,38860,"Portland-South Portland, ME",Yes,
4217,,,Yes,
4224,,,Yes,
4238,30340,"Lewiston-Auburn, ME","Yes, if fall within one of the CBSA counties",
4240,30340,"Lewiston-Auburn, ME",Yes,
4254,30340,"Lewiston-Auburn, ME","Yes, if fall within one of the CBSA counties",
4268,,,Yes,
4276,,,Yes,
4287,38860,"Portland-South Portland, ME","Yes, if fall within one of the CBSA counties",
4410,12620,"Bangor, ME",Yes,
4415,,,Yes,
4417,12620,"Bangor, ME",Yes,
4418,12620,"Bangor, ME",Yes,
4421,,,Yes,
4422,12620,"Bangor, ME",Yes,
4424,,,Yes,
4427,12620,"Bangor, ME",Yes,
4430,12620,"Bangor, ME",Yes,
4434,12620,"Bangor, ME",Yes,
4435,12620,"Bangor, ME",Yes,
4441,,,Yes,
4443,,,Yes,
4448,12620,"Bangor, ME",Yes,
4451,12620,"Bangor, ME","Yes, if fall within one of the CBSA counties",
4453,12620,"Bangor, ME",Yes,
4455,12620,"Bangor, ME",Yes,
4457,12620,"Bangor, ME",Yes,
4459,12620,"Bangor, ME",Yes,
4460,12620,"Bangor, ME",Yes,
4462,12620,"Bangor, ME",Yes,
4463,,,Yes,
4464,,,Yes,
4468,12620,"Bangor, ME",Yes,
4471,,,Yes,
4473,12620,"Bangor, ME",Yes,
4475,12620,"Bangor, ME",Yes,
4479,12620,"Bangor, ME","Yes, if fall within one of the CBSA counties",
4481,,,Yes,
4487,12620,"Bangor, ME",Yes,
4489,12620,"Bangor, ME",Yes,
4492,,,Yes,
4493,12620,"Bangor, ME",Yes,
4495,12620,"Bangor, ME",Yes,
4497,12620,"Bangor, ME",Yes,
4548,38860,"Portland-South Portland, ME",Yes,
4571,,,Yes,
4575,,,Yes,
4606,,,Yes,
4611,,,Yes,
4612,,,Yes,
4616,,,Yes,
4619,,,Yes,
4622,,,Yes,
4624,,,Yes,
4631,,,Yes,
4634,,,Yes,
4635,,,Yes,
4637,,,Yes,
4649,,,Yes,
4652,,,Yes,
4653,,,Yes,
4655,,,Yes,
4658,,,Yes,
4667,,,Yes,
4668,,,Yes,
4673,,,Yes,
4683,,,Yes,
4732,,,Yes,
4739,,,Yes,
4746,,,Yes,
4747,,,Yes,
4750,,,Yes,
4763,,,Yes,
4764,,,Yes,
4765,12620,"Bangor, ME",Yes,
4774,,,Yes,
4776,,,Yes,
4777,12620,"Bangor, ME",Yes,
4779,,,Yes,
4783,,,Yes,
4787,,,Yes,
4851,,,Yes,
4852,,,Yes,
4860,,,Yes,
4912,,,Yes,
4918,,,Yes,
4920,,,Yes,
4921,,,Yes,
4922,,,Yes,
4923,,,Yes,
4925,,,Yes,
4926,,,Yes,
4928,12620,"Bangor, ME","Yes, if fall within one of the CBSA counties",
4929,,,Yes,
4930,12620,"Bangor, ME",Yes,
4936,,,Yes,
4938,,,Yes,
4939,12620,"Bangor, ME",Yes,
4942,,,Yes,
4943,,,Yes,
4966,,,Yes,
4969,12620,"Bangor, ME",Yes,
4974,,,Yes,
4987,,,Yes,
4988,,,Yes,
5052,,,Yes,
5056,,,Yes,
5061,,,Yes,
5062,,,Yes,
5076,,,Yes,
5081,,,Yes,
5083,,,Yes,
5141,,,Yes,
5154,,,Yes,
5155,,,Yes,
5158,,,Yes,
5201,,,Yes,
5257,,,Yes,
5342,,,Yes,
5401,15540,"Burlington-South Burlington, VT",Yes,
5404,15540,"Burlington-South Burlington, VT",Yes,
5440,15540,"Burlington-South Burlington, VT",Yes,
5441,15540,"Burlington-South Burlington, VT",Yes,
5447,15540,"Burlington-South Burlington, VT",Yes,
5459,15540,"Burlington-South Burlington, VT",Yes,
5463,15540,"Burlington-South Burlington, VT",Yes,
5471,15540,"Burlington-South Burlington, VT","Yes, if fall within one of the CBSA counties",
5476,15540,"Burlington-South Burlington, VT","Yes, if fall within one of the CBSA counties",
5653,,,Yes,
5654,,,Yes,
5656,,,Yes,
5658,,,Yes,
5663,,,Yes,
5732,,,Yes,
5735,,,Yes,
5753,,,Yes,
5764,,,Yes,
5775,,,Yes,
5820,,,Yes,
5822,,,Yes,
5825,,,Yes,
5827,,,Yes,
5832,,,Yes,
5836,,,Yes,
5837,,,Yes,
5841,,,Yes,
5845,,,Yes,
5846,,,Yes,
5847,,,Yes,
5853,,,Yes,
5858,,,Yes,
5859,,,Yes,
5860,,,Yes,
5866,,,Yes,
5872,,,Yes,
5874,,,Yes,
5901,,,Yes,
5902,,,Yes,
5904,,,Yes,
5906,,,Yes,
5907,,,Yes,
6018,,,Yes,
6021,,,Yes,
6040,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6051,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6053,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6068,,,Yes,
6091,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6098,,,Yes,
6105,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6106,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6108,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6112,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6114,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6118,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6120,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6226,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6226,49340,"Worcester, MA-CT",Yes,
6239,49340,"Worcester, MA-CT",Yes,
6256,49340,"Worcester, MA-CT",Yes,
6260,49340,"Worcester, MA-CT",Yes,
6266,49340,"Worcester, MA-CT",Yes,
6268,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6269,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6282,49340,"Worcester, MA-CT",Yes,
6320,35980,"Norwich-New London, CT",Yes,
6340,35980,"Norwich-New London, CT",Yes,
6360,35980,"Norwich-New London, CT",Yes,
6373,49340,"Worcester, MA-CT",Yes,
6380,35980,"Norwich-New London, CT",Yes,
6401,35300,"New Haven-Milford, CT",Yes,
6418,14860,"Bridgeport-Stamford-Norwalk, CT",Yes,
6418,35300,"New Haven-Milford, CT","Yes, if falls outside one of the CBSA counties",
6444,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6451,25540,"Hartford-West Hartford-East Hartford, CT",Yes,
6451,35300,"New Haven-Milford, CT","Yes, if falls outside one of the CBSA counties",
6511,35300,"New Haven-Milford, CT",Yes,
6513,35300,"New Haven-Milford, CT",Yes,
6515,35300,"New Haven-Milford, CT",Yes,
6516,35300,"New Haven-Milford, CT",Yes,
6518,35300,"New Haven-Milford, CT",Yes,
6519,35300,"New Haven-Milford, CT",Yes,
6604,14860,"Bridgeport-Stamford-Norwalk, CT",Yes,
6605,14860,"Bridgeport-Stamford-Norwalk, CT",Yes,
6606,14860,"Bridgeport-Stamford-Norwalk, CT",Yes,
6607,14860,"Bridgeport-Stamford-Norwalk, CT",Yes,
6608,14860,"Bridgeport-Stamford-Norwalk, CT",Yes,
6610,14860,"Bridgeport-Stamford-Norwalk, CT",Yes,
6615,14860,"Bridgeport-Stamford-Norwalk, CT",Yes,
6702,35300,"New Haven-Milford, CT",Yes,
6704,35300,"New Haven-Milford, CT",Yes,
6705,35300,"New Haven-Milford, CT",Yes,
6706,35300,"New Haven-Milford, CT",Yes,
6708,35300,"New Haven-Milford, CT",Yes,
6710,35300,"New Haven-Milford, CT",Yes,
6778,,,Yes,
6779,35300,"New Haven-Milford, CT","Yes, if falls outside one of the CBSA counties",
6794,,,Yes,
6810,14860,"Bridgeport-Stamford-Norwalk, CT",Yes,
6854,14860,"Bridgeport-Stamford-Norwalk, CT",Yes,
6902,14860,"Bridgeport-Stamford-Norwalk, CT",Yes,
7002,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7011,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7017,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7018,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7022,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7026,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7029,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7032,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7047,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7050,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7055,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7060,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7062,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7063,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7074,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7087,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7088,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7093,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7102,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7103,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7104,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7105,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7106,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7107,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7108,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7111,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7112,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7114,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7201,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7202,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7203,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7206,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7208,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7304,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7305,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7306,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7307,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7501,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7502,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7503,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7504,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7505,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7513,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7514,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7522,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7524,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7608,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7644,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7740,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7764,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7801,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7820,10900,"Allentown-Bethlehem-Easton, PA-NJ",Yes,
7822,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
7827,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yes,
